time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.14,-4.58405732556,-12.3193967091,22.2412397644,5.46470185805,0.114486267088,0.0,-2.94299913217,-11.5628707644,1.37247351053,-0.285271616711,0.0284264238364,0.0,431.7692599239047,432.8512333872246,431.29537662443505,432.38919371814984
4.199999999999998,-4.76235784617,-13.0245406671,22.3138240259,5.44798445652,0.116013737365,0.0,-3.00029784015,-11.9420740753,1.04429766092,-0.267876332666,0.0187395546998,0.0,451.6871024314241,450.9049751560994,451.7387317079937,453.0623955327346
4.259999999999997,-4.94415025756,-13.7528944526,22.366556864,5.43184529698,0.116903075132,0.0,-3.05933969337,-12.336410022,0.710599469724,-0.271297590817,0.0055350930317,0.0,458.8386151872292,457.7885555952035,457.51581368631366,457.17238889776013
4.319999999999996,-5.12928826578,-14.5038140615,22.397727872,5.41643454029,0.117146676059,0.0,-3.11181836727,-12.694489867,0.325892312429,-0.237507591927,0.000933210430534,0.0,442.37427498161424,441.99492035233146,441.72125598018306,444.43220844817466
4.379999999999995,-5.31751722231,-15.2760412467,22.4051099813,5.40219010939,0.117242382169,0.0,-3.16237750757,-13.0467470306,-0.0822827608854,-0.237207517265,0.00288716919766,0.0,439.0317418053148,439.1938787056937,439.7392585519873,439.70723465780384
4.439999999999993,-5.5089049642,-16.0704274307,22.3882820204,5.38805101597,0.11726097211,0.0,-3.21706251123,-13.4328555711,-0.48152800792,-0.232713927921,-0.00542042492385,0.0,452.6703928954739,452.00105513009277,452.5420214105657,452.8494980169239
4.499999999999992,-5.70334902289,-16.8867162379,22.3458933278,5.37473169638,0.116905544922,0.0,-3.26429541916,-13.7771742098,-0.933966527363,-0.206359577358,-0.00695004624723,0.0,434.8963541809327,434.76824816017717,434.4744171505769,436.62876382424156
4.559999999999991,-5.90057992323,-17.7235825161,22.2757109024,5.36214000087,0.116328481574,0.0,-3.30996518655,-14.1188748871,-1.40799511173,-0.217976383094,-0.015572673585,0.0,432.74761872825354,432.02092570846423,433.8728494570717,432.85108781054356
4.6199999999999894,-6.10056841803,-18.5813265553,22.1767667203,5.34916625589,0.115308110748,0.0,-3.35617037057,-14.4729735682,-1.89296333949,-0.212951091719,-0.0200392673762,0.0,438.0968968196781,437.72523139862204,435.1809943466085,435.5543832621817
4.679999999999988,-6.30380429145,-19.4639162122,22.0507362716,5.33667715326,0.114431353914,0.0,-3.41802756553,-14.9461181822,-2.31203646532,-0.199972014692,-0.00551711145085,0.0,481.03819664225017,482.13726417474527,480.9427238259311,481.88609219591496
4.739999999999987,-6.50984659071,-20.3688253324,21.894477526,5.3251201572,0.113822806683,0.0,-3.45005400251,-15.2187111371,-2.89889983051,-0.180943854177,-0.0215297288757,0.0,404.0347091977127,402.5876620504161,402.7303059504994,404.40811304814144
4.799999999999986,-6.71818008378,-21.2929954739,21.7043866685,5.31412202849,0.112071952548,0.0,-3.49423673454,-15.5874845182,-3.44069074987,-0.188484849165,-0.0524427543666,0.0,441.06030887458826,438.49792761374556,439.879919511747,439.22161766245017
4.859999999999984,-6.92937865761,-22.2412530007,21.4823876855,5.3027378256,0.108505323843,0.0,-3.54536701175,-16.0210898121,-3.9632291543,-0.192361557619,-0.0795702443164,0.0,464.4862095268859,462.3501628049595,462.9656624957227,462.62689485203583
4.919999999999983,-7.14341932359,-23.2143678378,21.2274494873,5.29108176889,0.103501493339,0.0,-3.58899759577,-16.4164330488,-4.53853074334,-0.198374431105,-0.0924217796136,0.0,449.65324037633195,448.6046584764418,448.56137826596495,448.036017153089
4.979999999999982,-7.36070811679,-24.2169544958,20.9408952262,5.27920691186,0.0985545236988,0.0,-3.65322804844,-17.001749518,-5.01891906493,-0.197010992867,-0.067635344355,0.0,514.364396511834,516.1128349634131,514.5283172462015,514.5924302003615
5.0399999999999805,-7.58104609824,-25.2486526556,20.6207331473,5.26691019669,0.0940953323721,0.0,-3.69111277814,-17.3885983721,-5.65738782765,-0.229656554476,-0.0930699423864,0.0,449.5439715378789,447.4724519303576,450.10754475050527,447.41392685647475
